start latitude,start longitude,id
40.7172274,-73.98802084,1
40.6923166071919,-74.0148657560349,2
40.72621788,-73.98379855,3
40.693261,-73.968896,4
40.74173969,-73.99415556,5
40.76590936,-73.97634151,6
40.69196566,-73.9813018,7
40.71745169,-73.95850939,8
40.749717753,-74.002950346,9
40.74173969,-73.99415556,10
40.76915505,-73.98191841,11
40.76590936,-73.97634151,12
40.71285887,-73.96590294,13
40.7190095,-73.95852515,14
40.6851255951541,-74.0253531932831,15
40.751396,-74.005226,16
40.72621788,-73.98379855,17
40.686931,-74.016966,18
40.7248125644002,-73.947526216507,19
40.751551,-73.993934,20
40.73221853,-73.98165557,21
40.711512,-74.015756,22
40.7201952143747,-74.0103006362915,23
40.69991755,-73.98971773,24
40.746745,-74.007756,25
40.74173969,-73.99415556,26
40.74734825,-73.99723551,27
40.74177603,-74.00149746,28
40.74173969,-73.99415556,29
40.75594159,-74.0021163,30
40.75066386,-74.00176802,31
40.7501815632568,-74.0021842718124,32
40.71427487,-73.98990025,33
40.7606832709659,-73.9845272898674,34
40.74173969,-73.99415556,35
40.7277140777778,-74.011295735836,36
40.75466591,-73.99138152,37
40.76915505,-73.98191841,38
40.76590936,-73.97634151,39
40.6923166071919,-74.0148657560349,40
40.7410215090027,-74.001384973526,41
40.76087502,-74.00277668,42
40.72299208,-73.97995466,43
40.72621788,-73.98379855,44
40.76590936,-73.97634151,45
40.77282817,-73.96685276,46
40.7869946,-73.94164802,47
40.6610633719006,-73.9794525504112,48
40.71939226,-74.00247214,49
40.73269,-73.98974,50
40.76669671,-73.99061728,51
40.69196566,-73.9813018,52
40.7763214218227,-73.964273929596,53
40.7296672939298,-73.9806796610355,54
40.7295149622495,-73.990752696991,55
40.73454567,-73.99074142,56
40.7153379,-74.01658354,57
40.71754834,-74.01322069,58
40.74780373,-73.9734419,59
40.69196566,-73.9813018,60
40.751873,-73.977706,61
40.741459,-73.983293,62
40.74395411,-73.99144871,63
40.751873,-73.977706,64
40.76087502,-74.00277668,65
40.7277140777778,-74.011295735836,66
40.73038599,-74.00214988,67
40.74173969,-73.99415556,68
40.74691959,-74.00451887,69
40.7505853470215,-73.9946848154068,70
40.7410215090027,-74.001384973526,71
40.71745169,-73.95850939,72
40.73912601,-73.97973776,73
40.74173969,-73.99415556,74
40.74173969,-73.99415556,75
40.746745,-74.007756,76
40.74144387,-73.97536082,77
40.734232,-73.986923,78
40.74901271,-73.98848395,79
40.7572456791173,-73.978059142828,80
40.751551,-73.993934,81
40.76370739,-73.9851615,82
40.74173969,-73.99415556,83
40.7606832709659,-73.9845272898674,84
40.75510267,-73.97498696,85
40.749717753,-74.002950346,86
40.751396,-74.005226,87
40.7501815632568,-74.0021842718124,88
40.751873,-73.977706,89
40.76915505,-73.98191841,90
40.77163851,-73.98261428,91
40.7652654,-73.98192338,92
40.7172274,-73.98802084,93
40.7338121919663,-73.9805442094803,94
40.71754834,-74.01322069,95
40.75513557,-73.98658032,96
40.74096374,-73.98602213,97
40.75019995,-73.99093085,98
40.74290902,-73.97706058,99
40.75466591,-73.99138152,100
40.714215,-73.981346,1
40.6923166071919,-74.0148657560349,2
40.7295149622495,-73.990752696991,3
40.69196566,-73.9813018,4
40.7454973,-74.00197139,5
40.76590936,-73.97634151,6
40.69308257,-73.97178913,7
40.71285887,-73.96590294,8
40.74734825,-73.99723551,9
40.7454973,-74.00197139,10
40.7714967105444,-73.9904603362083,11
40.76590936,-73.97634151,12
40.71745169,-73.95850939,13
40.72311651,-73.95212324,14
40.6923166071919,-74.0148657560349,15
40.7505853470215,-73.9946848154068,16
40.7295149622495,-73.990752696991,17
40.6851255951541,-74.0253531932831,18
40.7181696945421,-73.9552013576031,19
40.7606832709659,-73.9845272898674,20
40.734232,-73.986923,21
40.70463334,-74.01361706,22
40.7153379,-74.01658354,23
40.71273266,-74.0046073,24
40.71754834,-74.01322069,25
40.74475148,-73.99915362,26
40.751396,-74.005226,27
40.746745,-74.007756,28
40.73935542,-73.99931783,29
40.751551,-73.993934,30
40.74734825,-73.99723551,31
40.74734825,-73.99723551,32
40.714215,-73.981346,33
40.76341379,-73.99667444,34
40.7454973,-74.00197139,35
40.76087502,-74.00277668,36
40.751873,-73.977706,37
40.7714967105444,-73.9904603362083,38
40.7763214218227,-73.964273929596,39
40.686931,-74.016966,40
40.7505853470215,-73.9946848154068,41
40.7277140777778,-74.011295735836,42
40.7295149622495,-73.990752696991,43
40.7295149622495,-73.990752696991,44
40.78307,-73.95939,45
40.78307,-73.95939,46
40.7839636,-73.9471673,47
40.6610633719006,-73.9794525504112,48
40.7201952143747,-74.0103006362915,49
40.7274642069239,-73.9795041829348,50
40.7606832709659,-73.9845272898674,51
40.69308257,-73.97178913,52
40.7643971,-73.97371465,53
40.73454567,-73.99074142,54
40.72453734,-73.98185424,55
40.72903917,-73.99404649,56
40.73291553,-74.00711384,57
40.73291553,-74.00711384,58
40.75510267,-73.97498696,59
40.693261,-73.968896,60
40.749156,-73.9916,61
40.749156,-73.9916,62
40.749717753,-74.002950346,63
40.7403432,-73.98955109,64
40.71754834,-74.01322069,65
40.71754834,-74.01322069,66
40.74173969,-73.99415556,67
40.74475148,-73.99915362,68
40.74475148,-73.99915362,69
40.74475148,-73.99915362,70
40.746745,-74.007756,71
40.71285887,-73.96590294,72
40.73587678,-73.98205027,73
40.74691959,-74.00451887,74
40.74345335,-74.00004031,75
40.74345335,-74.00004031,76
40.7457121,-73.98194829,77
40.74394314,-73.97966069,78
40.75640548,-73.9900262,79
40.75640548,-73.9900262,80
40.76030096,-73.99884222,81
40.76669671,-73.99061728,82
40.73935542,-73.99931783,83
40.75019995,-73.99093085,84
40.75019995,-73.99093085,85
40.74734825,-73.99723551,86
40.74734825,-73.99723551,87
40.74734825,-73.99723551,88
40.74854862,-73.98808416,89
40.76915505,-73.98191841,90
40.76915505,-73.98191841,91
40.76228826,-73.98336183,92
40.714215,-73.981346,93
40.73221853,-73.98165557,94
40.76087502,-74.00277668,95
40.751873,-73.977706,96
40.751873,-73.977706,97
40.751873,-73.977706,98
40.751873,-73.977706,99
40.75299641,-73.98721619,100
