id,name,latitude,longitude,N
3416,7 Ave & Park Pl,40.6776147,-73.97324283,238
3116,Huron St & Franklin St,40.73266,-73.95826,237
3320,Central Park West & W 100 St,40.7940666081855,-73.9628684520721,234
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,232
441,E 52 St & 2 Ave,40.756014,-73.967416,232
3082,Hope St & Union Ave,40.71167351,-73.95141312,231
3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,231
282,Kent Ave & S 11 St,40.7076449441757,-73.9684152603149,229
534,Water - Whitehall Plaza,40.70255065,-74.0127234,229
3145,E 84 St & Park Ave,40.77862688,-73.95772073,228
3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,226
356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,226
3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,226
3288,E 88 St & 1 Ave,40.778301,-73.9488134,225
3637,Fulton St & Waverly Ave,40.6832386546034,-73.9659959077835,225
249,Harrison St & Hudson St,40.71870987,-74.0090009,224
3376,E 65 St & 2 Ave,40.7647185194434,-73.9622206985951,223
3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,223
3382,Carroll St & Smith St,40.680611,-73.99475825,222
341,Stanton St & Mangin St,40.71782143,-73.97628939,221
3139,E 72 St & Park Ave,40.7711828754066,-73.964094221592,221
390,Duffield St & Willoughby St,40.69221589,-73.9842844,221
310,State St & Smith St,40.68926942,-73.98912867,220
3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,219
3242,Schermerhorn St & Court St,40.6910292567797,-73.991833627224,219
339,Avenue D & E 12 St,40.72580614,-73.97422494,219
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,219
3226,W 82 St & Central Park West,40.78275,-73.97137,219
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,218
3354,3 St & Prospect Park West,40.668132,-73.97363831,218
399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,218
314,Cadman Plaza West & Montague St,40.69383,-73.990539,216
3323,W 106 St & Central Park West,40.7981856,-73.9605909006,215
3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,214
408,Market St & Cherry St,40.71076228,-73.99400398,214
3106,Driggs Ave & N Henry St,40.72325,-73.94308,213
376,John St & William St,40.70862144,-74.00722156,213
3135,E 75 St & 3 Ave,40.77112927,-73.95772297,213
3408,Congress St & Clinton St,40.6881529,-73.99520919,211
3351,E 102 St & 1 Ave,40.7869946,-73.94164802,211
3292,5 Ave & E 93 St,40.7857851,-73.957481,210
3458,W 55 St & 6 Ave,40.763093872708,-73.9783501625061,210
3328,W 100 St & Manhattan Ave,40.795,-73.9645,209
3378,E 76 St & Park Ave,40.773763,-73.96222088,209
3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,207
3400,E 110 St & Madison Ave,40.7961535,-73.94782145,207
3798,W 40 St & 5 Ave,40.752269,-73.982079,206
437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,205
3336,E 97 St & Madison Ave,40.787801,-73.953559,204
3307,West End Ave & W 94 St,40.7941654,-73.974124,203
3243,E 58 St & 1 Ave,40.758923863777,-73.9622622728348,203
3293,W 92 St & Broadway,40.7921,-73.9739,203
3368,5 Ave & 3 St,40.6728155,-73.98352355,202
3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,202
3648,Flushing Ave & Vanderbilt Ave,40.6979503156954,-73.9707756042481,202
3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024,201
3420,Douglass St & 3 Ave,40.6802133,-73.98432695,200
3335,Union St & 4 Ave,40.6772744,-73.98282002,200
3799,6 Ave & W 34 St,40.74964,-73.98805,200
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,199
3124,46 Ave & 5 St,40.74731,-73.95451,199
3809,W 55 St & 6 Ave,40.763201,-73.978458,199
3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,198
3518,Lenox Ave & W 126 St,40.808442,-73.9452087,197
3315,Henry St & Degraw St,40.6847514,-73.99917254,196
298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,195
3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,194
3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,193
3286,E 89 St & 3 Ave,40.7806284,-73.9521667,193
3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,192
3085,Roebling St & N 4 St,40.71469,-73.95739,192
3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,191
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,191
3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,188
3526,31 St & 23 Ave,40.7747878,-73.9125551,187
3593,31 St & Broadway,40.761584,-73.925921,187
