godzina,month,weekend,liczba_tras,usertype,student
7,7,TRUE,12,Subscriber,TRUE
7,8,TRUE,30,Customer,FALSE
7,11,TRUE,13,Customer,FALSE
7,6,TRUE,42,Customer,FALSE
7,4,TRUE,2,Customer,FALSE
7,5,FALSE,9,Customer,TRUE
7,5,TRUE,8,Customer,FALSE
7,10,TRUE,17,Customer,FALSE
7,12,FALSE,3,Customer,TRUE
7,8,TRUE,7,Customer,TRUE
7,4,TRUE,4,Customer,TRUE
7,4,FALSE,3,Customer,TRUE
7,2,TRUE,3,Customer,TRUE
7,1,TRUE,1,Customer,FALSE
7,9,TRUE,3,Customer,TRUE
7,3,TRUE,5,Customer,FALSE
7,1,FALSE,3,Customer,TRUE
7,5,TRUE,1,Customer,TRUE
8,1,TRUE,140,Subscriber,FALSE
8,2,TRUE,143,Subscriber,FALSE
8,3,FALSE,2574,Subscriber,FALSE
8,4,FALSE,3643,Subscriber,FALSE
8,7,FALSE,362,Subscriber,TRUE
8,8,FALSE,4049,Subscriber,FALSE
8,9,TRUE,317,Subscriber,FALSE
8,12,TRUE,159,Subscriber,FALSE
8,1,FALSE,2272,Subscriber,FALSE
8,3,FALSE,167,Subscriber,TRUE
8,5,TRUE,185,Subscriber,FALSE
8,6,FALSE,2872,Subscriber,FALSE
8,9,FALSE,218,Customer,FALSE
8,2,FALSE,2099,Subscriber,FALSE
8,5,FALSE,3747,Subscriber,FALSE
8,9,FALSE,4065,Subscriber,FALSE
8,10,FALSE,4405,Subscriber,FALSE
8,7,FALSE,3708,Subscriber,FALSE
8,11,FALSE,3156,Subscriber,FALSE
8,12,FALSE,1756,Subscriber,FALSE
8,11,TRUE,227,Subscriber,FALSE
8,2,FALSE,127,Subscriber,TRUE
8,11,FALSE,279,Subscriber,TRUE
8,10,TRUE,208,Subscriber,FALSE
8,4,TRUE,195,Subscriber,FALSE
8,11,FALSE,86,Customer,FALSE
8,3,TRUE,19,Subscriber,TRUE
8,4,FALSE,258,Subscriber,TRUE
8,7,TRUE,26,Subscriber,TRUE
8,5,FALSE,229,Subscriber,TRUE
8,8,TRUE,92,Customer,FALSE
8,10,FALSE,372,Subscriber,TRUE
8,1,FALSE,167,Subscriber,TRUE
8,3,TRUE,168,Subscriber,FALSE
8,9,FALSE,384,Subscriber,TRUE
8,6,TRUE,328,Subscriber,FALSE
8,12,FALSE,169,Subscriber,TRUE
8,8,FALSE,403,Subscriber,TRUE
8,9,TRUE,30,Subscriber,TRUE
8,7,TRUE,243,Subscriber,FALSE
8,8,TRUE,37,Subscriber,TRUE
8,6,FALSE,200,Subscriber,TRUE
8,8,TRUE,317,Subscriber,FALSE
8,7,FALSE,68,Customer,TRUE
8,7,FALSE,198,Customer,FALSE
8,12,TRUE,16,Subscriber,TRUE
8,11,TRUE,25,Subscriber,TRUE
8,12,FALSE,9,Customer,TRUE
8,4,FALSE,8,Customer,TRUE
8,5,TRUE,19,Subscriber,TRUE
8,5,FALSE,105,Customer,FALSE
8,6,FALSE,118,Customer,FALSE
8,9,TRUE,81,Customer,FALSE
8,7,TRUE,55,Customer,FALSE
8,6,TRUE,56,Customer,FALSE
8,6,TRUE,25,Subscriber,TRUE
8,10,TRUE,25,Subscriber,TRUE
8,1,TRUE,13,Subscriber,TRUE
8,8,FALSE,205,Customer,FALSE
8,4,FALSE,73,Customer,FALSE
8,1,FALSE,26,Customer,FALSE
8,11,TRUE,22,Customer,FALSE
8,12,TRUE,8,Customer,FALSE
8,5,TRUE,18,Customer,FALSE
8,10,FALSE,186,Customer,FALSE
8,2,TRUE,10,Subscriber,TRUE
8,9,TRUE,17,Customer,TRUE
8,8,FALSE,106,Customer,TRUE
8,2,FALSE,26,Customer,FALSE
8,12,FALSE,54,Customer,FALSE
8,3,FALSE,34,Customer,FALSE
8,10,TRUE,33,Customer,FALSE
8,7,TRUE,9,Customer,TRUE
8,11,FALSE,9,Customer,TRUE
8,4,TRUE,16,Subscriber,TRUE
8,9,FALSE,56,Customer,TRUE
8,4,TRUE,13,Customer,FALSE
8,10,FALSE,25,Customer,TRUE
8,5,TRUE,5,Customer,TRUE
8,6,FALSE,31,Customer,TRUE
8,6,TRUE,13,Customer,TRUE
8,3,TRUE,3,Customer,FALSE
8,8,TRUE,28,Customer,TRUE
8,11,TRUE,5,Customer,TRUE
8,10,TRUE,7,Customer,TRUE
8,5,FALSE,8,Customer,TRUE
8,1,FALSE,2,Customer,TRUE
8,3,FALSE,4,Customer,TRUE
8,4,TRUE,2,Customer,TRUE
8,2,FALSE,2,Customer,TRUE
8,2,TRUE,2,Customer,FALSE
9,3,FALSE,1049,Subscriber,FALSE
9,7,TRUE,328,Subscriber,FALSE
9,4,FALSE,1567,Subscriber,FALSE
9,9,FALSE,1823,Subscriber,FALSE
9,11,FALSE,1521,Subscriber,FALSE
9,12,FALSE,957,Subscriber,FALSE
9,1,FALSE,945,Subscriber,FALSE
9,6,FALSE,1420,Subscriber,FALSE
9,8,FALSE,1993,Subscriber,FALSE
9,10,FALSE,2018,Subscriber,FALSE
9,2,FALSE,859,Subscriber,FALSE
9,4,TRUE,228,Subscriber,FALSE
9,5,FALSE,1635,Subscriber,FALSE
9,5,TRUE,25,Subscriber,TRUE
9,10,TRUE,44,Subscriber,TRUE
9,12,TRUE,200,Subscriber,FALSE
9,6,TRUE,443,Subscriber,FALSE
9,7,FALSE,1900,Subscriber,FALSE
9,10,FALSE,184,Subscriber,TRUE
9,9,TRUE,422,Subscriber,FALSE
9,9,TRUE,132,Customer,FALSE
9,11,TRUE,300,Subscriber,FALSE
9,5,TRUE,239,Subscriber,FALSE
9,10,TRUE,345,Subscriber,FALSE
9,4,FALSE,94,Subscriber,TRUE
9,8,TRUE,458,Subscriber,FALSE
9,9,FALSE,158,Subscriber,TRUE
9,8,TRUE,66,Subscriber,TRUE
9,2,TRUE,162,Subscriber,FALSE
9,5,FALSE,94,Subscriber,TRUE
9,3,TRUE,224,Subscriber,FALSE
9,12,FALSE,99,Subscriber,TRUE
9,2,TRUE,18,Subscriber,TRUE
9,11,TRUE,36,Subscriber,TRUE
9,8,FALSE,201,Subscriber,TRUE
9,7,FALSE,158,Subscriber,TRUE
9,3,FALSE,66,Subscriber,TRUE
9,6,TRUE,41,Subscriber,TRUE
9,9,TRUE,52,Subscriber,TRUE
9,12,TRUE,29,Subscriber,TRUE
9,10,FALSE,83,Customer,FALSE
9,6,FALSE,96,Subscriber,TRUE
9,1,TRUE,140,Subscriber,FALSE
9,2,FALSE,55,Subscriber,TRUE
9,4,TRUE,32,Subscriber,TRUE
9,3,TRUE,27,Subscriber,TRUE
9,10,FALSE,17,Customer,TRUE
9,1,FALSE,36,Subscriber,TRUE
9,7,TRUE,32,Subscriber,TRUE
9,11,FALSE,109,Subscriber,TRUE
9,8,FALSE,107,Customer,FALSE
9,7,FALSE,32,Customer,TRUE
9,6,TRUE,24,Customer,TRUE
9,11,FALSE,65,Customer,FALSE
9,7,FALSE,112,Customer,FALSE
9,5,FALSE,50,Customer,FALSE
9,9,FALSE,25,Customer,TRUE
9,6,FALSE,18,Customer,TRUE
9,10,TRUE,65,Customer,FALSE
9,1,FALSE,6,Customer,FALSE
9,9,FALSE,115,Customer,FALSE
9,6,FALSE,50,Customer,FALSE
9,8,TRUE,98,Customer,FALSE
9,11,FALSE,8,Customer,TRUE
9,6,TRUE,101,Customer,FALSE
9,2,FALSE,9,Customer,FALSE
9,7,TRUE,8,Customer,TRUE
9,7,TRUE,67,Customer,FALSE
9,12,FALSE,9,Customer,TRUE
9,3,FALSE,9,Customer,FALSE
9,1,TRUE,12,Subscriber,TRUE
9,5,TRUE,31,Customer,FALSE
9,8,FALSE,29,Customer,TRUE
9,4,FALSE,23,Customer,TRUE
9,4,FALSE,45,Customer,FALSE
9,11,TRUE,34,Customer,FALSE
9,12,TRUE,16,Customer,FALSE
9,9,TRUE,21,Customer,TRUE
9,5,TRUE,4,Customer,TRUE
9,5,FALSE,12,Customer,TRUE
9,10,TRUE,10,Customer,TRUE
9,12,TRUE,9,Customer,TRUE
9,1,TRUE,2,Customer,TRUE
9,4,TRUE,28,Customer,FALSE
9,11,TRUE,11,Customer,TRUE
9,12,FALSE,30,Customer,FALSE
9,8,TRUE,11,Customer,TRUE
9,3,TRUE,3,Customer,TRUE
9,1,TRUE,1,Customer,FALSE
9,3,TRUE,22,Customer,FALSE
9,4,TRUE,1,Customer,TRUE
9,2,TRUE,1,Customer,FALSE
9,2,FALSE,2,Customer,TRUE
10,4,FALSE,734,Subscriber,FALSE
10,10,TRUE,430,Subscriber,FALSE
10,11,TRUE,369,Subscriber,FALSE
10,6,TRUE,45,Subscriber,TRUE
10,6,TRUE,646,Subscriber,FALSE
10,7,TRUE,107,Customer,FALSE
10,9,TRUE,576,Subscriber,FALSE
10,2,FALSE,429,Subscriber,FALSE
10,5,FALSE,817,Subscriber,FALSE
10,3,FALSE,480,Subscriber,FALSE
10,7,FALSE,59,Subscriber,TRUE
10,9,FALSE,842,Subscriber,FALSE
10,10,FALSE,72,Subscriber,TRUE
10,11,FALSE,758,Subscriber,FALSE
10,7,FALSE,856,Subscriber,FALSE
10,8,FALSE,968,Subscriber,FALSE
10,5,FALSE,62,Subscriber,TRUE
10,6,FALSE,728,Subscriber,FALSE
10,3,TRUE,305,Subscriber,FALSE
10,4,TRUE,54,Customer,FALSE
10,1,FALSE,440,Subscriber,FALSE
10,11,FALSE,59,Subscriber,TRUE
10,2,TRUE,197,Subscriber,FALSE
10,10,FALSE,928,Subscriber,FALSE
10,7,TRUE,441,Subscriber,FALSE
10,8,TRUE,565,Subscriber,FALSE
10,8,TRUE,71,Subscriber,TRUE
10,4,FALSE,76,Customer,FALSE
10,4,TRUE,367,Subscriber,FALSE
10,6,FALSE,37,Subscriber,TRUE
10,9,FALSE,133,Customer,FALSE
10,9,FALSE,77,Subscriber,TRUE
10,12,TRUE,287,Subscriber,FALSE
10,8,FALSE,92,Subscriber,TRUE
10,1,TRUE,201,Subscriber,FALSE
10,5,TRUE,352,Subscriber,FALSE
10,9,TRUE,183,Customer,FALSE
10,12,FALSE,43,Subscriber,TRUE
10,12,FALSE,547,Subscriber,FALSE
10,10,TRUE,50,Subscriber,TRUE
10,9,TRUE,52,Subscriber,TRUE
10,3,FALSE,15,Subscriber,TRUE
10,3,TRUE,23,Subscriber,TRUE
10,7,TRUE,51,Subscriber,TRUE
10,4,FALSE,45,Subscriber,TRUE
10,6,TRUE,153,Customer,FALSE
10,8,TRUE,174,Customer,FALSE
10,1,TRUE,19,Subscriber,TRUE
10,12,FALSE,12,Customer,TRUE
10,5,TRUE,27,Subscriber,TRUE
10,11,TRUE,38,Subscriber,TRUE
10,8,TRUE,36,Customer,TRUE
10,1,FALSE,20,Subscriber,TRUE
10,6,FALSE,68,Customer,FALSE
10,2,FALSE,40,Subscriber,TRUE
10,12,TRUE,28,Subscriber,TRUE
10,7,FALSE,97,Customer,FALSE
10,8,FALSE,89,Customer,FALSE
10,10,TRUE,128,Customer,FALSE
10,4,TRUE,37,Subscriber,TRUE
10,5,TRUE,69,Customer,FALSE
10,11,TRUE,66,Customer,FALSE
10,2,TRUE,21,Subscriber,TRUE
10,9,FALSE,20,Customer,TRUE
10,5,FALSE,78,Customer,FALSE
10,9,TRUE,34,Customer,TRUE
10,4,FALSE,16,Customer,TRUE
10,10,FALSE,70,Customer,FALSE
10,11,FALSE,69,Customer,FALSE
10,2,TRUE,10,Customer,FALSE
10,5,FALSE,12,Customer,TRUE
10,11,FALSE,8,Customer,TRUE
10,12,FALSE,32,Customer,FALSE
10,6,TRUE,23,Customer,TRUE
10,7,FALSE,16,Customer,TRUE
10,3,TRUE,27,Customer,FALSE
10,2,FALSE,6,Customer,FALSE
10,5,TRUE,5,Customer,TRUE
10,6,FALSE,9,Customer,TRUE
10,8,FALSE,12,Customer,TRUE
10,1,TRUE,5,Customer,FALSE
10,1,FALSE,16,Customer,FALSE
10,12,TRUE,18,Customer,FALSE
10,10,FALSE,13,Customer,TRUE
10,3,FALSE,14,Customer,FALSE
10,11,TRUE,10,Customer,TRUE
10,7,TRUE,13,Customer,TRUE
10,12,TRUE,12,Customer,TRUE
10,10,TRUE,14,Customer,TRUE
10,4,TRUE,6,Customer,TRUE
10,2,FALSE,3,Customer,TRUE
10,3,TRUE,1,Customer,TRUE
11,1,FALSE,394,Subscriber,FALSE
11,7,TRUE,397,Subscriber,FALSE
11,12,FALSE,58,Customer,FALSE
11,12,FALSE,541,Subscriber,FALSE
11,5,TRUE,339,Subscriber,FALSE
11,8,TRUE,571,Subscriber,FALSE
11,2,FALSE,333,Subscriber,FALSE
11,3,FALSE,392,Subscriber,FALSE
11,6,TRUE,190,Customer,FALSE
11,7,FALSE,52,Subscriber,TRUE
11,9,TRUE,99,Subscriber,TRUE
11,6,TRUE,659,Subscriber,FALSE
11,4,FALSE,532,Subscriber,FALSE
11,7,FALSE,824,Subscriber,FALSE
11,10,TRUE,468,Subscriber,FALSE
11,5,TRUE,109,Customer,FALSE
11,10,FALSE,789,Subscriber,FALSE
11,2,TRUE,249,Subscriber,FALSE
11,8,FALSE,853,Subscriber,FALSE
11,8,TRUE,80,Subscriber,TRUE
11,8,TRUE,147,Customer,FALSE
11,1,TRUE,228,Subscriber,FALSE
11,6,FALSE,614,Subscriber,FALSE
11,11,TRUE,405,Subscriber,FALSE
11,3,TRUE,43,Subscriber,TRUE
11,4,TRUE,379,Subscriber,FALSE
11,8,FALSE,82,Subscriber,TRUE
11,11,FALSE,672,Subscriber,FALSE
11,12,TRUE,310,Subscriber,FALSE
11,7,FALSE,132,Customer,FALSE
11,9,FALSE,843,Subscriber,FALSE
11,11,TRUE,42,Subscriber,TRUE
11,10,TRUE,59,Subscriber,TRUE
11,9,TRUE,644,Subscriber,FALSE
11,10,FALSE,64,Subscriber,TRUE
11,5,FALSE,711,Subscriber,FALSE
11,12,TRUE,37,Subscriber,TRUE
11,4,FALSE,14,Customer,TRUE
11,9,FALSE,83,Subscriber,TRUE
11,11,FALSE,59,Subscriber,TRUE
11,11,TRUE,75,Customer,FALSE
11,2,FALSE,24,Subscriber,TRUE
11,3,FALSE,25,Subscriber,TRUE
11,4,FALSE,40,Subscriber,TRUE
11,3,TRUE,326,Subscriber,FALSE
11,4,TRUE,108,Customer,FALSE
11,5,FALSE,45,Subscriber,TRUE
11,7,TRUE,127,Customer,FALSE
11,12,TRUE,34,Customer,FALSE
11,12,FALSE,39,Subscriber,TRUE
11,1,TRUE,28,Subscriber,TRUE
11,4,FALSE,69,Customer,FALSE
11,6,FALSE,41,Subscriber,TRUE
11,6,TRUE,54,Subscriber,TRUE
11,7,TRUE,59,Subscriber,TRUE
11,4,TRUE,31,Subscriber,TRUE
11,5,TRUE,26,Subscriber,TRUE
11,1,FALSE,21,Subscriber,TRUE
11,8,TRUE,43,Customer,TRUE
11,6,FALSE,87,Customer,FALSE
11,9,TRUE,256,Customer,FALSE
11,5,FALSE,11,Customer,TRUE
11,2,TRUE,30,Subscriber,TRUE
11,8,FALSE,121,Customer,FALSE
11,10,FALSE,97,Customer,FALSE
11,3,TRUE,32,Customer,FALSE
11,7,FALSE,18,Customer,TRUE
11,6,TRUE,33,Customer,TRUE
11,11,FALSE,73,Customer,FALSE
11,5,FALSE,113,Customer,FALSE
11,10,FALSE,20,Customer,TRUE
11,9,FALSE,20,Customer,TRUE
11,9,TRUE,53,Customer,TRUE
11,9,FALSE,135,Customer,FALSE
11,10,TRUE,85,Customer,FALSE
11,11,FALSE,18,Customer,TRUE
11,11,TRUE,6,Customer,TRUE
11,12,TRUE,7,Customer,TRUE
11,1,FALSE,4,Customer,TRUE
11,10,TRUE,28,Customer,TRUE
11,3,FALSE,18,Customer,FALSE
11,8,FALSE,28,Customer,TRUE
11,1,FALSE,7,Customer,FALSE
11,12,FALSE,11,Customer,TRUE
11,1,TRUE,14,Customer,FALSE
11,2,FALSE,8,Customer,FALSE
11,2,TRUE,12,Customer,FALSE
11,7,TRUE,22,Customer,TRUE
11,4,TRUE,21,Customer,TRUE
11,2,FALSE,3,Customer,TRUE
11,3,TRUE,8,Customer,TRUE
11,5,TRUE,5,Customer,TRUE
11,3,FALSE,2,Customer,TRUE
11,6,FALSE,5,Customer,TRUE
11,1,TRUE,3,Customer,TRUE
12,3,FALSE,463,Subscriber,FALSE
12,12,FALSE,479,Subscriber,FALSE
12,1,TRUE,229,Subscriber,FALSE
12,2,TRUE,266,Subscriber,FALSE
12,4,TRUE,432,Subscriber,FALSE
12,5,TRUE,360,Subscriber,FALSE
12,10,FALSE,941,Subscriber,FALSE
12,3,TRUE,401,Subscriber,FALSE
12,10,TRUE,401,Subscriber,FALSE
12,12,TRUE,349,Subscriber,FALSE
12,10,FALSE,30,Customer,TRUE
12,1,FALSE,442,Subscriber,FALSE
12,5,FALSE,841,Subscriber,FALSE
12,6,TRUE,671,Subscriber,FALSE
12,9,TRUE,644,Subscriber,FALSE
12,4,TRUE,30,Subscriber,TRUE
12,7,FALSE,81,Subscriber,TRUE
12,10,TRUE,48,Subscriber,TRUE
12,7,TRUE,431,Subscriber,FALSE
12,4,FALSE,703,Subscriber,FALSE
12,2,FALSE,446,Subscriber,FALSE
12,9,FALSE,91,Subscriber,TRUE
12,8,FALSE,1114,Subscriber,FALSE
12,11,FALSE,82,Customer,FALSE
12,7,FALSE,1023,Subscriber,FALSE
12,8,TRUE,64,Subscriber,TRUE
12,9,FALSE,1075,Subscriber,FALSE
12,11,FALSE,735,Subscriber,FALSE
12,6,FALSE,729,Subscriber,FALSE
12,11,TRUE,411,Subscriber,FALSE
12,11,FALSE,65,Subscriber,TRUE
12,12,TRUE,32,Subscriber,TRUE
12,8,FALSE,75,Subscriber,TRUE
12,3,TRUE,26,Subscriber,TRUE
12,5,TRUE,110,Customer,FALSE
12,8,TRUE,542,Subscriber,FALSE
12,10,FALSE,81,Subscriber,TRUE
12,6,TRUE,79,Subscriber,TRUE
12,9,TRUE,72,Subscriber,TRUE
12,7,TRUE,43,Subscriber,TRUE
12,8,FALSE,164,Customer,FALSE
12,8,TRUE,209,Customer,FALSE
12,11,TRUE,55,Subscriber,TRUE
12,12,FALSE,58,Subscriber,TRUE
12,7,FALSE,154,Customer,FALSE
12,12,FALSE,35,Customer,FALSE
12,4,FALSE,84,Customer,FALSE
12,1,TRUE,16,Subscriber,TRUE
12,1,FALSE,15,Subscriber,TRUE
12,6,FALSE,42,Subscriber,TRUE
12,4,TRUE,116,Customer,FALSE
12,3,TRUE,75,Customer,FALSE
12,5,FALSE,107,Customer,FALSE
12,9,TRUE,60,Customer,TRUE
12,5,TRUE,29,Subscriber,TRUE
12,4,FALSE,38,Subscriber,TRUE
12,1,TRUE,13,Customer,FALSE
12,9,TRUE,245,Customer,FALSE
12,2,FALSE,30,Subscriber,TRUE
12,3,FALSE,47,Subscriber,TRUE
12,5,FALSE,11,Customer,TRUE
12,2,TRUE,22,Subscriber,TRUE
12,10,TRUE,23,Customer,TRUE
12,7,TRUE,125,Customer,FALSE
12,10,FALSE,76,Customer,FALSE
12,5,FALSE,64,Subscriber,TRUE
12,8,TRUE,35,Customer,TRUE
12,6,TRUE,197,Customer,FALSE
12,11,TRUE,53,Customer,FALSE
12,9,FALSE,136,Customer,FALSE
12,3,FALSE,19,Customer,FALSE
12,7,FALSE,39,Customer,TRUE
12,12,TRUE,31,Customer,FALSE
12,12,FALSE,10,Customer,TRUE
12,1,FALSE,25,Customer,FALSE
12,6,TRUE,35,Customer,TRUE
12,11,FALSE,17,Customer,TRUE
12,6,FALSE,77,Customer,FALSE
12,10,TRUE,102,Customer,FALSE
12,2,TRUE,14,Customer,FALSE
12,11,TRUE,16,Customer,TRUE
12,8,FALSE,43,Customer,TRUE
12,2,FALSE,4,Customer,FALSE
12,4,FALSE,10,Customer,TRUE
12,9,FALSE,20,Customer,TRUE
12,4,TRUE,13,Customer,TRUE
12,5,TRUE,7,Customer,TRUE
12,7,TRUE,17,Customer,TRUE
12,12,TRUE,9,Customer,TRUE
12,3,TRUE,7,Customer,TRUE
12,1,TRUE,4,Customer,TRUE
12,6,FALSE,13,Customer,TRUE
12,2,TRUE,4,Customer,TRUE
12,2,FALSE,1,Customer,TRUE
12,1,FALSE,2,Customer,TRUE
13,2,TRUE,300,Subscriber,FALSE
13,3,FALSE,485,Subscriber,FALSE
13,5,FALSE,802,Subscriber,FALSE
13,9,FALSE,1043,Subscriber,FALSE
13,1,FALSE,472,Subscriber,FALSE
13,1,TRUE,290,Subscriber,FALSE
13,4,TRUE,143,Customer,FALSE
13,3,TRUE,398,Subscriber,FALSE
13,4,FALSE,686,Subscriber,FALSE
13,8,TRUE,482,Subscriber,FALSE
13,9,TRUE,295,Customer,FALSE
13,11,TRUE,401,Subscriber,FALSE
13,12,FALSE,526,Subscriber,FALSE
13,5,TRUE,401,Subscriber,FALSE
13,6,TRUE,615,Subscriber,FALSE
13,8,FALSE,998,Subscriber,FALSE
13,2,FALSE,400,Subscriber,FALSE
13,8,FALSE,96,Subscriber,TRUE
13,10,TRUE,451,Subscriber,FALSE
13,6,FALSE,777,Subscriber,FALSE
13,7,FALSE,152,Customer,FALSE
13,9,TRUE,638,Subscriber,FALSE
13,11,FALSE,68,Subscriber,TRUE
13,11,TRUE,61,Subscriber,TRUE
13,12,TRUE,278,Subscriber,FALSE
13,7,TRUE,385,Subscriber,FALSE
13,11,FALSE,719,Subscriber,FALSE
13,4,TRUE,451,Subscriber,FALSE
13,7,FALSE,975,Subscriber,FALSE
13,10,FALSE,1009,Subscriber,FALSE
13,8,TRUE,61,Subscriber,TRUE
13,9,FALSE,122,Subscriber,TRUE
13,5,TRUE,144,Customer,FALSE
13,10,TRUE,57,Subscriber,TRUE
13,11,TRUE,56,Customer,FALSE
13,12,FALSE,65,Subscriber,TRUE
13,8,TRUE,47,Customer,TRUE
13,1,FALSE,27,Customer,FALSE
13,6,FALSE,112,Customer,FALSE
13,7,FALSE,77,Subscriber,TRUE
13,3,TRUE,39,Subscriber,TRUE
13,12,FALSE,4,Customer,TRUE
13,5,TRUE,26,Subscriber,TRUE
13,6,TRUE,45,Subscriber,TRUE
13,12,TRUE,34,Subscriber,TRUE
13,11,FALSE,79,Customer,FALSE
13,3,FALSE,65,Subscriber,TRUE
13,1,FALSE,33,Subscriber,TRUE
13,5,FALSE,59,Subscriber,TRUE
13,11,FALSE,17,Customer,TRUE
13,1,FALSE,5,Customer,TRUE
13,9,TRUE,82,Subscriber,TRUE
13,6,FALSE,55,Subscriber,TRUE
13,10,FALSE,107,Subscriber,TRUE
13,8,FALSE,38,Customer,TRUE
13,2,TRUE,36,Subscriber,TRUE
13,10,TRUE,141,Customer,FALSE
13,4,FALSE,50,Subscriber,TRUE
13,7,TRUE,44,Subscriber,TRUE
13,8,TRUE,242,Customer,FALSE
13,7,TRUE,148,Customer,FALSE
13,4,TRUE,41,Subscriber,TRUE
13,2,FALSE,33,Subscriber,TRUE
13,6,TRUE,236,Customer,FALSE
13,1,TRUE,15,Subscriber,TRUE
13,5,TRUE,19,Customer,TRUE
13,4,FALSE,25,Customer,TRUE
13,5,FALSE,99,Customer,FALSE
13,9,FALSE,117,Customer,FALSE
13,12,FALSE,30,Customer,FALSE
13,10,FALSE,101,Customer,FALSE
13,8,FALSE,130,Customer,FALSE
13,10,FALSE,15,Customer,TRUE
13,6,FALSE,23,Customer,TRUE
13,5,FALSE,22,Customer,TRUE
13,12,TRUE,26,Customer,FALSE
13,7,FALSE,29,Customer,TRUE
13,6,TRUE,53,Customer,TRUE
13,9,FALSE,23,Customer,TRUE
13,2,TRUE,19,Customer,FALSE
13,9,TRUE,59,Customer,TRUE
13,1,TRUE,2,Customer,TRUE
13,4,FALSE,63,Customer,FALSE
13,7,TRUE,28,Customer,TRUE
13,3,FALSE,19,Customer,FALSE
13,3,TRUE,55,Customer,FALSE
13,1,TRUE,13,Customer,FALSE
13,11,TRUE,16,Customer,TRUE
13,12,TRUE,17,Customer,TRUE
13,2,FALSE,4,Customer,FALSE
13,4,TRUE,20,Customer,TRUE
13,2,FALSE,6,Customer,TRUE
13,10,TRUE,18,Customer,TRUE
13,2,TRUE,3,Customer,TRUE
13,3,TRUE,12,Customer,TRUE
13,3,FALSE,7,Customer,TRUE
14,3,FALSE,494,Subscriber,FALSE
14,4,FALSE,671,Subscriber,FALSE
14,8,TRUE,506,Subscriber,FALSE
14,9,FALSE,912,Subscriber,FALSE
14,10,FALSE,873,Subscriber,FALSE
14,2,FALSE,427,Subscriber,FALSE
14,7,TRUE,154,Customer,FALSE
14,2,TRUE,226,Subscriber,FALSE
14,3,TRUE,339,Subscriber,FALSE
14,5,FALSE,742,Subscriber,FALSE
14,9,FALSE,86,Subscriber,TRUE
14,6,TRUE,561,Subscriber,FALSE
14,11,TRUE,354,Subscriber,FALSE
14,5,TRUE,34,Subscriber,TRUE
14,5,TRUE,377,Subscriber,FALSE
14,7,FALSE,862,Subscriber,FALSE
14,8,FALSE,106,Subscriber,TRUE
14,10,TRUE,375,Subscriber,FALSE
14,10,TRUE,119,Customer,FALSE
14,1,FALSE,339,Subscriber,FALSE
14,12,FALSE,546,Subscriber,FALSE
14,4,TRUE,413,Subscriber,FALSE
14,8,FALSE,895,Subscriber,FALSE
14,6,FALSE,627,Subscriber,FALSE
14,11,FALSE,697,Subscriber,FALSE
14,12,TRUE,259,Subscriber,FALSE
14,9,TRUE,237,Customer,FALSE
14,12,FALSE,49,Subscriber,TRUE
14,1,TRUE,223,Subscriber,FALSE
14,3,TRUE,73,Customer,FALSE
14,9,TRUE,69,Subscriber,TRUE
14,7,TRUE,386,Subscriber,FALSE
14,8,TRUE,60,Subscriber,TRUE
14,9,TRUE,543,Subscriber,FALSE
14,6,TRUE,238,Customer,FALSE
14,7,FALSE,89,Subscriber,TRUE
14,7,TRUE,49,Subscriber,TRUE
14,10,FALSE,81,Subscriber,TRUE
14,12,TRUE,34,Subscriber,TRUE
14,6,TRUE,40,Customer,TRUE
14,3,TRUE,37,Subscriber,TRUE
14,8,TRUE,42,Customer,TRUE
14,5,FALSE,56,Subscriber,TRUE
14,2,TRUE,22,Subscriber,TRUE
14,6,FALSE,37,Subscriber,TRUE
14,11,FALSE,70,Subscriber,TRUE
14,10,TRUE,57,Subscriber,TRUE
14,11,TRUE,49,Subscriber,TRUE
14,3,FALSE,27,Subscriber,TRUE
14,5,TRUE,32,Customer,TRUE
14,6,TRUE,57,Subscriber,TRUE
14,7,TRUE,43,Customer,TRUE
14,1,TRUE,17,Subscriber,TRUE
14,1,FALSE,23,Subscriber,TRUE
14,12,TRUE,12,Customer,TRUE
14,11,FALSE,73,Customer,FALSE
14,7,FALSE,157,Customer,FALSE
14,8,TRUE,262,Customer,FALSE
14,4,FALSE,51,Customer,FALSE
14,9,FALSE,19,Customer,TRUE
14,4,FALSE,40,Subscriber,TRUE
14,4,TRUE,30,Subscriber,TRUE
14,2,FALSE,27,Subscriber,TRUE
14,10,FALSE,120,Customer,FALSE
14,4,TRUE,17,Customer,TRUE
14,8,FALSE,120,Customer,FALSE
14,4,TRUE,139,Customer,FALSE
14,9,TRUE,48,Customer,TRUE
14,9,FALSE,148,Customer,FALSE
14,1,TRUE,11,Customer,FALSE
14,6,FALSE,91,Customer,FALSE
14,12,FALSE,13,Customer,TRUE
14,6,FALSE,22,Customer,TRUE
14,2,TRUE,22,Customer,FALSE
14,1,FALSE,29,Customer,FALSE
14,10,FALSE,13,Customer,TRUE
14,7,FALSE,38,Customer,TRUE
14,5,TRUE,104,Customer,FALSE
14,12,FALSE,31,Customer,FALSE
14,2,FALSE,15,Customer,FALSE
14,5,FALSE,104,Customer,FALSE
14,1,FALSE,2,Customer,TRUE
14,10,TRUE,19,Customer,TRUE
