godzina,month,weekend,liczba_tras,usertype,student
1,10,TRUE,7,Subscriber,TRUE
1,7,FALSE,22,Customer,FALSE
1,6,TRUE,20,Customer,FALSE
1,11,TRUE,6,Customer,FALSE
1,10,TRUE,14,Customer,FALSE
1,1,TRUE,1,Customer,TRUE
1,12,TRUE,2,Customer,FALSE
1,4,TRUE,9,Customer,FALSE
1,9,TRUE,14,Customer,TRUE
1,2,FALSE,3,Customer,FALSE
1,11,FALSE,3,Subscriber,TRUE
1,5,FALSE,4,Customer,FALSE
1,8,TRUE,6,Customer,TRUE
1,11,TRUE,4,Customer,TRUE
1,6,TRUE,3,Customer,TRUE
1,4,FALSE,9,Customer,FALSE
1,4,FALSE,1,Customer,TRUE
1,6,FALSE,4,Customer,TRUE
1,9,FALSE,2,Customer,TRUE
1,12,TRUE,1,Customer,TRUE
1,1,FALSE,1,Customer,FALSE
1,5,TRUE,3,Customer,TRUE
1,10,FALSE,1,Customer,TRUE
1,10,TRUE,4,Customer,TRUE
1,12,FALSE,1,Customer,TRUE
1,3,FALSE,3,Customer,FALSE
1,1,FALSE,3,Subscriber,TRUE
1,4,TRUE,1,Customer,TRUE
1,1,FALSE,1,Customer,TRUE
1,7,FALSE,1,Customer,TRUE
2,3,TRUE,26,Subscriber,FALSE
2,5,FALSE,26,Subscriber,FALSE
2,3,FALSE,11,Subscriber,FALSE
2,5,TRUE,38,Subscriber,FALSE
2,10,TRUE,33,Subscriber,FALSE
2,1,TRUE,1,Subscriber,TRUE
2,4,TRUE,25,Subscriber,FALSE
2,2,FALSE,12,Subscriber,FALSE
2,7,FALSE,6,Subscriber,TRUE
2,8,TRUE,57,Subscriber,FALSE
2,6,FALSE,26,Subscriber,FALSE
2,4,FALSE,21,Subscriber,FALSE
2,7,TRUE,46,Subscriber,FALSE
2,7,FALSE,44,Subscriber,FALSE
2,9,TRUE,36,Subscriber,FALSE
2,10,TRUE,4,Subscriber,TRUE
2,11,TRUE,35,Subscriber,FALSE
2,1,TRUE,16,Subscriber,FALSE
2,5,FALSE,1,Subscriber,TRUE
2,6,TRUE,41,Subscriber,FALSE
2,1,FALSE,17,Subscriber,FALSE
2,4,TRUE,8,Subscriber,TRUE
2,12,TRUE,3,Subscriber,TRUE
2,2,TRUE,20,Subscriber,FALSE
2,9,FALSE,33,Subscriber,FALSE
2,5,TRUE,5,Subscriber,TRUE
2,8,FALSE,38,Subscriber,FALSE
2,12,FALSE,1,Subscriber,TRUE
2,12,TRUE,25,Subscriber,FALSE
2,3,TRUE,6,Subscriber,TRUE
2,9,FALSE,14,Customer,FALSE
2,10,TRUE,7,Customer,TRUE
2,10,FALSE,22,Subscriber,FALSE
2,9,FALSE,7,Customer,TRUE
2,11,FALSE,14,Subscriber,FALSE
2,7,TRUE,16,Customer,FALSE
2,8,TRUE,4,Subscriber,TRUE
2,11,FALSE,2,Subscriber,TRUE
2,8,FALSE,6,Customer,FALSE
2,9,TRUE,8,Subscriber,TRUE
2,9,TRUE,5,Customer,TRUE
2,5,FALSE,2,Customer,FALSE
2,6,FALSE,5,Subscriber,TRUE
2,10,FALSE,4,Subscriber,TRUE
2,8,TRUE,6,Customer,FALSE
2,7,TRUE,8,Customer,TRUE
2,7,TRUE,1,Subscriber,TRUE
2,2,FALSE,3,Subscriber,TRUE
2,10,TRUE,11,Customer,FALSE
2,11,FALSE,4,Customer,FALSE
2,7,FALSE,16,Customer,FALSE
2,8,FALSE,3,Subscriber,TRUE
2,6,TRUE,17,Customer,FALSE
2,11,TRUE,4,Customer,FALSE
2,1,FALSE,1,Customer,FALSE
2,2,TRUE,3,Subscriber,TRUE
2,6,TRUE,4,Subscriber,TRUE
2,4,FALSE,7,Customer,FALSE
2,12,FALSE,15,Subscriber,FALSE
2,5,TRUE,2,Customer,FALSE
2,10,FALSE,5,Customer,FALSE
2,6,FALSE,3,Customer,FALSE
2,3,FALSE,1,Subscriber,TRUE
2,11,TRUE,4,Subscriber,TRUE
2,4,FALSE,3,Subscriber,TRUE
2,3,TRUE,4,Customer,FALSE
2,6,FALSE,3,Customer,TRUE
2,7,FALSE,9,Customer,TRUE
2,4,TRUE,1,Customer,TRUE
2,8,FALSE,3,Customer,TRUE
2,11,TRUE,1,Customer,TRUE
2,6,TRUE,1,Customer,TRUE
2,9,TRUE,9,Customer,FALSE
2,12,FALSE,1,Customer,TRUE
2,1,FALSE,1,Subscriber,TRUE
2,12,TRUE,1,Customer,FALSE
2,10,FALSE,1,Customer,TRUE
2,12,FALSE,2,Customer,FALSE
2,9,FALSE,1,Subscriber,TRUE
2,8,TRUE,2,Customer,TRUE
2,4,TRUE,2,Customer,FALSE
2,11,FALSE,1,Customer,TRUE
2,2,FALSE,1,Customer,FALSE
2,5,FALSE,1,Customer,TRUE
3,10,TRUE,7,Subscriber,TRUE
3,3,FALSE,11,Subscriber,FALSE
3,7,TRUE,38,Subscriber,FALSE
3,4,FALSE,20,Subscriber,FALSE
3,9,FALSE,27,Subscriber,FALSE
3,11,TRUE,21,Subscriber,FALSE
3,5,TRUE,4,Subscriber,TRUE
3,3,TRUE,17,Subscriber,FALSE
3,4,TRUE,2,Subscriber,TRUE
3,6,TRUE,24,Subscriber,FALSE
3,11,FALSE,2,Customer,FALSE
3,4,TRUE,23,Subscriber,FALSE
3,1,FALSE,4,Subscriber,TRUE
3,9,TRUE,8,Subscriber,TRUE
3,8,FALSE,33,Subscriber,FALSE
3,3,FALSE,3,Subscriber,TRUE
3,12,FALSE,11,Subscriber,FALSE
3,9,TRUE,26,Subscriber,FALSE
3,6,TRUE,8,Subscriber,TRUE
3,7,TRUE,4,Subscriber,TRUE
3,2,TRUE,3,Subscriber,TRUE
3,5,FALSE,19,Subscriber,FALSE
3,7,FALSE,31,Subscriber,FALSE
3,8,FALSE,3,Subscriber,TRUE
3,11,FALSE,19,Subscriber,FALSE
3,1,TRUE,1,Subscriber,TRUE
3,8,TRUE,34,Subscriber,FALSE
3,10,FALSE,19,Subscriber,FALSE
3,2,TRUE,11,Subscriber,FALSE
3,1,FALSE,9,Subscriber,FALSE
3,6,TRUE,12,Customer,FALSE
3,10,TRUE,17,Subscriber,FALSE
3,1,TRUE,3,Subscriber,FALSE
3,12,TRUE,12,Subscriber,FALSE
3,6,FALSE,21,Subscriber,FALSE
3,5,TRUE,15,Subscriber,FALSE
3,5,FALSE,1,Customer,FALSE
3,3,TRUE,3,Customer,FALSE
3,5,FALSE,9,Customer,TRUE
3,2,FALSE,5,Subscriber,FALSE
3,8,TRUE,3,Subscriber,TRUE
3,12,FALSE,2,Subscriber,TRUE
3,3,TRUE,1,Subscriber,TRUE
3,8,TRUE,4,Customer,TRUE
3,11,TRUE,2,Customer,TRUE
3,5,FALSE,1,Subscriber,TRUE
3,8,FALSE,4,Customer,FALSE
3,7,TRUE,1,Customer,TRUE
3,7,FALSE,2,Subscriber,TRUE
3,9,TRUE,12,Customer,FALSE
3,10,TRUE,8,Customer,FALSE
3,1,FALSE,1,Customer,TRUE
3,10,FALSE,8,Customer,FALSE
3,9,FALSE,7,Customer,FALSE
3,5,TRUE,3,Customer,FALSE
3,12,FALSE,1,Customer,FALSE
3,9,FALSE,2,Subscriber,TRUE
3,9,TRUE,2,Customer,TRUE
3,7,FALSE,4,Customer,FALSE
3,11,TRUE,1,Subscriber,TRUE
3,4,FALSE,2,Customer,TRUE
3,9,FALSE,3,Customer,TRUE
3,6,FALSE,1,Subscriber,TRUE
3,7,FALSE,2,Customer,TRUE
3,11,FALSE,1,Customer,TRUE
3,6,TRUE,4,Customer,TRUE
3,4,FALSE,1,Customer,FALSE
3,8,TRUE,4,Customer,FALSE
3,11,FALSE,1,Subscriber,TRUE
3,5,TRUE,1,Customer,TRUE
3,10,TRUE,4,Customer,TRUE
3,1,FALSE,1,Customer,FALSE
3,8,FALSE,1,Customer,TRUE
3,12,TRUE,2,Customer,TRUE
3,4,FALSE,1,Subscriber,TRUE
3,4,TRUE,1,Customer,FALSE
3,7,TRUE,1,Customer,FALSE
3,10,FALSE,3,Customer,TRUE
3,6,FALSE,2,Customer,FALSE
4,4,FALSE,43,Subscriber,FALSE
4,8,FALSE,52,Subscriber,FALSE
4,9,FALSE,62,Subscriber,FALSE
4,9,TRUE,11,Subscriber,FALSE
4,3,FALSE,30,Subscriber,FALSE
4,7,FALSE,77,Subscriber,FALSE
4,12,FALSE,8,Subscriber,TRUE
4,2,FALSE,49,Subscriber,FALSE
4,10,FALSE,68,Subscriber,FALSE
4,11,FALSE,80,Subscriber,FALSE
4,4,FALSE,9,Subscriber,TRUE
4,1,FALSE,34,Subscriber,FALSE
4,5,TRUE,15,Subscriber,FALSE
4,5,FALSE,57,Subscriber,FALSE
4,6,TRUE,15,Subscriber,FALSE
4,2,FALSE,3,Subscriber,TRUE
4,4,TRUE,16,Subscriber,FALSE
4,10,TRUE,15,Subscriber,FALSE
4,12,TRUE,2,Subscriber,TRUE
4,7,FALSE,6,Customer,FALSE
4,6,FALSE,7,Customer,FALSE
4,8,TRUE,3,Subscriber,TRUE
4,8,TRUE,3,Customer,TRUE
4,5,FALSE,5,Customer,FALSE
4,6,FALSE,24,Subscriber,FALSE
4,7,TRUE,3,Subscriber,TRUE
4,12,TRUE,6,Subscriber,FALSE
4,2,TRUE,2,Subscriber,FALSE
4,8,TRUE,15,Subscriber,FALSE
4,8,FALSE,12,Customer,FALSE
4,12,FALSE,42,Subscriber,FALSE
4,11,TRUE,16,Subscriber,FALSE
4,5,TRUE,2,Subscriber,TRUE
4,3,TRUE,10,Subscriber,FALSE
4,5,TRUE,3,Customer,FALSE
4,6,TRUE,5,Subscriber,TRUE
4,10,FALSE,5,Subscriber,TRUE
4,7,TRUE,18,Subscriber,FALSE
4,10,TRUE,6,Customer,FALSE
4,9,TRUE,6,Customer,FALSE
4,10,TRUE,3,Subscriber,TRUE
4,9,FALSE,4,Subscriber,TRUE
4,11,FALSE,4,Customer,TRUE
4,11,FALSE,3,Customer,FALSE
4,1,TRUE,2,Subscriber,FALSE
4,4,TRUE,1,Subscriber,TRUE
4,6,TRUE,3,Customer,FALSE
4,1,FALSE,6,Subscriber,TRUE
4,9,FALSE,3,Customer,TRUE
4,11,FALSE,4,Subscriber,TRUE
4,8,TRUE,6,Customer,FALSE
4,10,FALSE,8,Customer,TRUE
4,12,FALSE,4,Customer,FALSE
4,9,FALSE,12,Customer,FALSE
4,8,FALSE,1,Subscriber,TRUE
4,10,FALSE,7,Customer,FALSE
4,9,TRUE,3,Subscriber,TRUE
4,2,TRUE,1,Customer,FALSE
4,11,TRUE,1,Customer,TRUE
4,4,FALSE,1,Customer,FALSE
4,7,TRUE,4,Customer,FALSE
4,2,FALSE,1,Customer,FALSE
4,3,FALSE,11,Subscriber,TRUE
4,7,FALSE,1,Customer,TRUE
4,7,FALSE,2,Subscriber,TRUE
4,6,FALSE,2,Customer,TRUE
4,4,TRUE,2,Customer,TRUE
4,11,TRUE,3,Subscriber,TRUE
4,7,TRUE,1,Customer,TRUE
4,9,TRUE,2,Customer,TRUE
4,6,FALSE,3,Subscriber,TRUE
4,5,FALSE,1,Subscriber,TRUE
4,5,FALSE,1,Customer,TRUE
4,1,FALSE,2,Customer,FALSE
4,12,FALSE,1,Customer,TRUE
4,12,TRUE,1,Customer,TRUE
5,9,FALSE,11,Subscriber,TRUE
5,11,FALSE,275,Subscriber,FALSE
5,12,FALSE,184,Subscriber,FALSE
5,10,FALSE,12,Subscriber,TRUE
5,6,FALSE,253,Subscriber,FALSE
5,10,TRUE,5,Subscriber,TRUE
5,10,FALSE,340,Subscriber,FALSE
5,7,FALSE,14,Subscriber,TRUE
5,8,FALSE,350,Subscriber,FALSE
5,1,FALSE,205,Subscriber,FALSE
5,3,FALSE,12,Subscriber,TRUE
5,9,FALSE,361,Subscriber,FALSE
5,7,FALSE,327,Subscriber,FALSE
5,4,FALSE,198,Subscriber,FALSE
5,11,TRUE,21,Subscriber,FALSE
5,2,FALSE,173,Subscriber,FALSE
5,5,FALSE,268,Subscriber,FALSE
5,7,TRUE,24,Subscriber,FALSE
5,3,FALSE,169,Subscriber,FALSE
5,4,TRUE,1,Subscriber,TRUE
5,6,TRUE,20,Subscriber,FALSE
5,11,TRUE,4,Subscriber,TRUE
5,12,FALSE,13,Subscriber,TRUE
5,8,FALSE,18,Subscriber,TRUE
5,9,TRUE,35,Subscriber,FALSE
5,5,TRUE,15,Subscriber,FALSE
5,8,TRUE,40,Subscriber,FALSE
5,5,FALSE,17,Subscriber,TRUE
5,12,TRUE,10,Subscriber,FALSE
5,2,TRUE,10,Subscriber,FALSE
5,7,FALSE,40,Customer,FALSE
5,6,FALSE,16,Customer,FALSE
5,4,FALSE,17,Subscriber,TRUE
5,2,FALSE,13,Subscriber,TRUE
5,10,TRUE,32,Subscriber,FALSE
5,3,TRUE,20,Subscriber,FALSE
5,9,FALSE,4,Customer,TRUE
5,11,FALSE,5,Customer,TRUE
5,8,FALSE,40,Customer,FALSE
5,9,FALSE,40,Customer,FALSE
5,12,TRUE,3,Subscriber,TRUE
5,6,FALSE,17,Subscriber,TRUE
5,3,FALSE,2,Customer,FALSE
5,1,FALSE,13,Subscriber,TRUE
5,4,TRUE,7,Subscriber,FALSE
5,10,FALSE,29,Customer,FALSE
5,9,TRUE,11,Customer,FALSE
5,7,TRUE,14,Customer,FALSE
5,1,TRUE,5,Subscriber,FALSE
5,2,TRUE,1,Subscriber,TRUE
5,12,TRUE,1,Customer,FALSE
5,8,TRUE,10,Customer,FALSE
5,5,FALSE,13,Customer,FALSE
5,2,FALSE,3,Customer,FALSE
5,10,TRUE,8,Customer,FALSE
5,11,FALSE,9,Subscriber,TRUE
5,10,FALSE,4,Customer,TRUE
5,11,TRUE,4,Customer,FALSE
5,4,FALSE,2,Customer,TRUE
5,5,FALSE,4,Customer,TRUE
5,3,FALSE,5,Customer,TRUE
5,12,FALSE,1,Customer,TRUE
5,7,FALSE,6,Customer,TRUE
5,6,TRUE,3,Customer,FALSE
5,8,FALSE,6,Customer,TRUE
5,6,TRUE,1,Subscriber,TRUE
5,8,TRUE,6,Customer,TRUE
5,2,TRUE,2,Customer,FALSE
5,6,FALSE,1,Customer,TRUE
5,7,TRUE,1,Customer,TRUE
5,11,FALSE,9,Customer,FALSE
5,3,TRUE,1,Customer,FALSE
5,1,TRUE,1,Customer,FALSE
5,6,TRUE,3,Customer,TRUE
5,5,TRUE,1,Customer,TRUE
5,10,TRUE,6,Customer,TRUE
5,9,TRUE,2,Customer,TRUE
5,11,TRUE,2,Customer,TRUE
5,9,TRUE,1,Subscriber,TRUE
5,12,FALSE,2,Customer,FALSE
5,4,TRUE,3,Customer,FALSE
5,12,TRUE,1,Customer,TRUE
5,5,TRUE,1,Subscriber,TRUE
6,5,FALSE,909,Subscriber,FALSE
6,8,FALSE,977,Subscriber,FALSE
6,2,FALSE,496,Subscriber,FALSE
6,4,FALSE,751,Subscriber,FALSE
6,6,FALSE,768,Subscriber,FALSE
6,11,FALSE,831,Subscriber,FALSE
6,7,FALSE,924,Subscriber,FALSE
6,9,FALSE,1111,Subscriber,FALSE
6,10,FALSE,1134,Subscriber,FALSE
6,1,FALSE,583,Subscriber,FALSE
6,12,FALSE,453,Subscriber,FALSE
6,12,FALSE,47,Subscriber,TRUE
6,8,FALSE,102,Subscriber,TRUE
6,2,TRUE,25,Subscriber,FALSE
6,3,FALSE,507,Subscriber,FALSE
6,4,FALSE,84,Subscriber,TRUE
6,1,TRUE,2,Subscriber,TRUE
6,9,FALSE,15,Customer,TRUE
6,12,TRUE,4,Subscriber,TRUE
6,1,FALSE,68,Subscriber,TRUE
6,5,TRUE,42,Subscriber,FALSE
6,2,FALSE,54,Subscriber,TRUE
6,5,FALSE,80,Subscriber,TRUE
6,8,FALSE,32,Customer,TRUE
6,11,FALSE,78,Subscriber,TRUE
6,6,TRUE,74,Subscriber,FALSE
6,9,FALSE,120,Subscriber,TRUE
6,9,TRUE,74,Subscriber,FALSE
6,7,FALSE,84,Subscriber,TRUE
6,10,FALSE,117,Subscriber,TRUE
6,5,TRUE,3,Subscriber,TRUE
6,6,TRUE,2,Subscriber,TRUE
6,7,TRUE,54,Subscriber,FALSE
6,8,FALSE,73,Customer,FALSE
6,4,TRUE,24,Subscriber,FALSE
6,8,TRUE,7,Subscriber,TRUE
6,4,TRUE,1,Subscriber,TRUE
6,7,FALSE,20,Customer,TRUE
6,6,TRUE,13,Customer,FALSE
6,8,TRUE,59,Subscriber,FALSE
6,5,FALSE,21,Customer,FALSE
6,7,FALSE,69,Customer,FALSE
6,3,TRUE,34,Subscriber,FALSE
6,11,TRUE,34,Subscriber,FALSE
6,10,FALSE,3,Customer,TRUE
6,3,FALSE,45,Subscriber,TRUE
6,10,TRUE,39,Subscriber,FALSE
6,5,TRUE,8,Customer,FALSE
6,6,FALSE,69,Subscriber,TRUE
6,7,TRUE,6,Customer,FALSE
6,3,TRUE,1,Subscriber,TRUE
6,1,TRUE,30,Subscriber,FALSE
6,11,FALSE,22,Customer,FALSE
6,6,FALSE,33,Customer,FALSE
6,12,TRUE,28,Subscriber,FALSE
6,11,TRUE,8,Subscriber,TRUE
6,11,FALSE,8,Customer,TRUE
6,10,TRUE,5,Subscriber,TRUE
6,9,TRUE,5,Subscriber,TRUE
6,10,TRUE,10,Customer,FALSE
6,10,FALSE,43,Customer,FALSE
6,9,FALSE,47,Customer,FALSE
6,6,TRUE,4,Customer,TRUE
6,6,FALSE,8,Customer,TRUE
6,12,FALSE,7,Customer,TRUE
6,12,FALSE,9,Customer,FALSE
6,11,TRUE,11,Customer,FALSE
6,2,FALSE,8,Customer,FALSE
6,5,FALSE,4,Customer,TRUE
6,4,FALSE,6,Customer,FALSE
6,7,TRUE,5,Customer,TRUE
6,7,TRUE,3,Subscriber,TRUE
6,8,TRUE,3,Customer,TRUE
6,8,TRUE,10,Customer,FALSE
6,3,FALSE,1,Customer,FALSE
6,9,TRUE,4,Customer,TRUE
6,10,TRUE,1,Customer,TRUE
6,1,FALSE,4,Customer,FALSE
6,4,TRUE,8,Customer,FALSE
6,12,TRUE,9,Customer,FALSE
6,9,TRUE,8,Customer,FALSE
6,2,TRUE,1,Subscriber,TRUE
6,1,FALSE,3,Customer,TRUE
6,1,TRUE,1,Customer,FALSE
7,4,FALSE,1999,Subscriber,FALSE
7,7,FALSE,2300,Subscriber,FALSE
7,8,FALSE,2575,Subscriber,FALSE
7,11,FALSE,246,Subscriber,TRUE
7,12,FALSE,149,Subscriber,TRUE
7,5,FALSE,2221,Subscriber,FALSE
7,5,FALSE,46,Customer,FALSE
7,9,FALSE,2733,Subscriber,FALSE
7,8,FALSE,297,Subscriber,TRUE
7,10,FALSE,2670,Subscriber,FALSE
7,10,FALSE,318,Subscriber,TRUE
7,6,FALSE,1738,Subscriber,FALSE
7,1,FALSE,1334,Subscriber,FALSE
7,2,FALSE,1191,Subscriber,FALSE
7,6,TRUE,162,Subscriber,FALSE
7,9,FALSE,356,Subscriber,TRUE
7,11,FALSE,1899,Subscriber,FALSE
7,6,FALSE,198,Subscriber,TRUE
7,5,FALSE,189,Subscriber,TRUE
7,3,FALSE,1323,Subscriber,FALSE
7,12,FALSE,1099,Subscriber,FALSE
7,1,FALSE,135,Subscriber,TRUE
7,9,FALSE,53,Customer,TRUE
7,2,FALSE,107,Subscriber,TRUE
7,3,FALSE,164,Subscriber,TRUE
7,4,FALSE,226,Subscriber,TRUE
7,10,FALSE,123,Customer,FALSE
7,11,TRUE,78,Subscriber,FALSE
7,2,TRUE,56,Subscriber,FALSE
7,4,TRUE,75,Subscriber,FALSE
7,7,FALSE,258,Subscriber,TRUE
7,8,FALSE,41,Customer,TRUE
7,10,TRUE,96,Subscriber,FALSE
7,12,TRUE,53,Subscriber,FALSE
7,1,TRUE,54,Subscriber,FALSE
7,4,TRUE,8,Subscriber,TRUE
7,3,TRUE,68,Subscriber,FALSE
7,5,TRUE,105,Subscriber,FALSE
7,8,TRUE,149,Subscriber,FALSE
7,8,TRUE,18,Subscriber,TRUE
7,7,TRUE,116,Subscriber,FALSE
7,9,TRUE,176,Subscriber,FALSE
7,10,FALSE,43,Customer,TRUE
7,7,FALSE,113,Customer,FALSE
7,3,FALSE,9,Customer,FALSE
7,6,TRUE,8,Customer,TRUE
7,3,TRUE,10,Subscriber,TRUE
7,10,TRUE,13,Subscriber,TRUE
7,5,TRUE,6,Subscriber,TRUE
7,6,TRUE,13,Subscriber,TRUE
7,9,TRUE,14,Subscriber,TRUE
7,8,FALSE,135,Customer,FALSE
7,9,FALSE,128,Customer,FALSE
7,9,TRUE,58,Customer,FALSE
7,1,FALSE,7,Customer,FALSE
7,12,TRUE,10,Subscriber,TRUE
7,6,FALSE,66,Customer,FALSE
7,11,FALSE,84,Customer,FALSE
7,7,FALSE,53,Customer,TRUE
7,4,FALSE,28,Customer,FALSE
7,6,FALSE,18,Customer,TRUE
7,11,FALSE,12,Customer,TRUE
7,2,TRUE,7,Subscriber,TRUE
7,11,TRUE,1,Customer,TRUE
7,2,FALSE,3,Customer,FALSE
7,12,TRUE,6,Customer,FALSE
7,11,TRUE,14,Subscriber,TRUE
7,1,TRUE,3,Subscriber,TRUE
7,7,TRUE,4,Customer,TRUE
7,7,TRUE,21,Customer,FALSE
7,10,TRUE,3,Customer,TRUE
7,2,TRUE,2,Customer,FALSE
7,12,FALSE,38,Customer,FALSE
